1	0	0	0	0	
99	0	0	0	0	
1	62.9325	37.5545	18	0	
2	62.8607	37.642	18	0	
3	50.9882	41.7395	30	0	
4	50.4227	41.3064	27	0	
5	50.6939	41.702	30	0	
6	52.3207	56.5831	32	0	
7	52.2187	56.6663	30	0	
8	52.0702	56.6384	28	0	
9	52.2981	56.6591	32	0	
10	52.3601	56.6163	30	0	
11	52.5466	56.244	25	0	
12	52.7145	56.2435	23	0	
13	52.7961	56.6817	21	0	
14	52.0657	56.0666	17	0	
15	52.975	56.0674	19	0	
16	52.9782	56.3471	18	0	
17	52.0301	56.1917	15	0	
18	52.2123	56.9417	19	0	
19	52.0842	56.1943	17	0	
20	39.4115	54.3393	24	0	
21	42.3971	56.7991	22	0	
22	42.4918	56.8356	23	0	
23	42.5644	56.17	19	0	
24	42.2896	56.0149	20	0	
25	42.5272	56.7812	22	0	
26	42.6923	56.9093	23	0	
27	42.4175	56.0248	20	0	
28	42.4901	56.6904	23	0	
29	39.4965	54.6778	25	0	
30	39.9953	54.152	22	0	
31	39.8566	54.2207	23	0	
32	39.9158	54.3666	25	0	
33	39.4478	54.4055	29	0	
34	39.3637	54.4857	30	0	
35	39.8049	54.8405	29	0	
36	39.9833	54.3925	30	0	
37	39.3666	54.5604	33	0	
38	37.4283	39.0196	36	0	
39	37.6053	39.8658	40	0	
40	37.5649	39.9452	41	0	
41	37.7259	39.1661	38	0	
42	37.5543	39.0729	38	0	
43	37.7647	39.7749	41	0	
44	37.5122	39.0214	40	0	
45	37.3698	39.9949	44	0	
46	37.6409	39.9739	44	0	
47	37.3775	39.8088	42	0	
48	37.5061	39.1016	40	0	
49	37.3434	39.0538	41	0	
50	37.5202	39.0645	41	0	
51	37.3591	39.7493	44	0	
52	37.6578	39.9944	46	0	
53	37.343	39.1817	43	0	
54	37.6064	39.1221	43	0	
55	37.8155	39.0681	44	0	
56	37.5898	39.2197	44	0	
57	37.9241	39.8317	41	0	
58	37.5924	39.3068	46	0	
59	37.8182	39.8785	41	0	
60	35.6349	35.4913	42	1	
61	37.7347	31.5392	45	0	
62	43.7039	28.5331	41	0	
63	43.5563	28.6873	46	0	
64	43.3685	28.5953	41	0	
65	43.5409	28.7818	43	0	
66	43.3926	28.357	39	0	
67	44.2524	12.5062	35	0	
68	44.8341	12.0978	30	0	
69	44.3764	12.5037	31	0	
70	44.2314	12.5724	29	0	
71	44.6336	12.1191	26	0	
72	44.783	12.6025	22	0	
73	44.5388	12.7548	20	0	
74	44.5537	12.6105	25	0	
75	44.7633	12.3244	21	0	
76	52.8658	13.9191	23	0	
77	52.7659	13.4619	24	0	
78	52.5061	13.6355	26	0	
79	52.4839	13.4938	22	0	
80	52.4323	13.4998	21	0	
81	52.5314	13.9113	17	0	
82	52.6595	13.1638	19	0	
83	52.29	13.9956	15	0	
84	52.9782	13.6529	18	0	
85	52.8694	13.4853	18	0	
86	52.5301	13.746	21	0	
87	52.5296	13.5782	23	0	
88	53.6419	28.4632	32	0	
89	53.4411	28.5352	34	0	
90	53.6622	28.3081	29	0	
91	59.5591	26.4765	22	0	
92	53.4118	28.6276	33	0	
93	64.9426	28.9652	19	0	
94	64.0446	28.1382	19	0	
95	64.2965	28.7452	13	0	
96	64.602	28.4337	15	0	
97	64.5659	28.2605	15	0	
98	64.9148	28.058	17	0	
99	64.6119	28.5597	18	0	
100	53.0749	28.1888	21	0	
