24	0	0	0	0	
126	0	0	0	0	
1	61.4701	34.236	13	0	
2	61.9373	34.105	14	0	
3	35.006	35.3853	42	1	
4	35.6633	35.5069	40	1	
5	35.5723	35.3628	41	1	
6	51.0324	43.9565	21	0	
7	51.3665	43.7964	22	0	
8	51.5218	43.1789	21	0	
9	51.8552	43.4442	20	0	
10	51.5067	43.5819	20	0	
11	51.1739	43.1856	17	0	
12	51.0706	43.7406	16	0	
13	51.0502	43.3118	16	0	
14	51.8943	43.312	19	0	
15	51.6035	43.74	18	0	
16	51.6498	43.5128	18	0	
17	51.2306	43.8258	18	0	
18	51.7096	43.1792	17	0	
19	51.7581	43.0706	17	0	
20	51.6672	43.2694	17	0	
21	51.529	43.1097	20	0	
22	42.6207	47.5402	24	0	
23	42.2201	47.993	22	0	
24	42.8641	47.9764	23	0	
25	42.4404	47.1834	23	0	
26	42.9332	47.9195	23	0	
27	42.8174	47.032	24	0	
28	42.5719	47.3002	23	0	
29	42.6149	47.6086	20	0	
30	42.3436	47.4368	21	0	
31	42.2488	47.3861	21	0	
32	42.4044	47.667	21	0	
33	42.6667	47.6142	21	0	
34	42.8078	47.2737	18	0	
35	42.164	47.8747	22	0	
36	42.2237	47.7417	21	0	
37	42.8009	47.4022	18	0	
38	42.483	47.7768	21	0	
39	36.509	51.9448	17	0	
40	36.9341	51.029	15	0	
41	36.6228	51.655	18	0	
42	36.3258	51.63	17	0	
43	36.6607	51.6827	15	0	
44	36.8164	51.9546	16	0	
45	36.9088	51.2653	13	0	
46	36.5162	51.1441	14	0	
47	36.7373	51.8357	18	0	
48	36.8822	51.6823	19	0	
49	36.6121	51.7571	19	0	
50	36.845	51.3535	17	0	
51	35.461	35.6362	33	1	
52	35.6577	35.3442	32	1	
53	35.5723	35.3716	31	1	
54	35.5503	35.4528	31	1	
55	35.3634	35.4583	32	1	
56	28.6487	47.428	12	0	
57	35.2814	35.3351	33	1	
58	35.4848	35.3379	31	1	
59	35.4138	35.2544	29	1	
60	35.8256	35.1887	27	1	
61	33.5348	31.9718	32	0	
62	33.6967	31.8899	34	0	
63	33.6433	31.9771	34	0	
64	20.5577	45.2013	15	0	
65	20.9081	45.7363	16	0	
66	33.9881	31.3482	26	0	
67	33.989	31.9286	29	0	
68	33.3885	31.3679	29	0	
69	33.749	31.0809	26	0	
70	33.5907	31.574	30	0	
71	33.3439	31.5242	29	0	
72	33.5475	31.5477	29	0	
73	33.9797	31.0893	26	0	
74	33.9758	31.335	26	0	
75	33.0309	31.0173	30	0	
76	33.0814	31.0742	30	0	
77	33.9559	31.1326	27	0	
78	33.7743	31.1939	26	0	
79	33.0602	31.2596	29	0	
80	21.7374	27.5331	16	0	
81	21.4089	27.7176	15	0	
82	21.8941	27.5123	14	0	
83	21.1529	27.7156	13	0	
84	21.7378	27.6375	15	0	
85	21.7695	27.5724	14	0	
86	21.712	27.8144	14	0	
87	21.6529	27.9665	15	0	
88	33.7378	31.77	27	0	
89	33.4465	31.2566	26	0	
90	33.5353	31.8378	23	0	
91	33.7489	31.8776	23	0	
92	33.7209	31.0118	26	0	
93	33.6469	31.0964	26	0	
94	33.5259	31.7908	23	0	
95	33.6893	31.1118	27	0	
96	33.5438	31.8903	25	0	
97	32.9246	20.411	14	0	
98	33.2765	31.9674	28	0	
99	33.2671	31.2109	29	0	
100	32.9019	20.6952	13	0	
101	32.6689	20.7719	13	0	
102	33.4193	31.9771	26	0	
103	33.6648	31.6364	32	0	
104	33.3619	31.8321	27	0	
105	33.4459	31.0525	30	0	
106	32.6463	20.9398	15	0	
107	32.4577	20.7315	16	0	
108	32.4314	20.9558	18	0	
109	32.2574	20.8161	19	0	
110	33.5357	31.8416	33	0	
111	33.3455	31.8771	34	0	
112	33.5241	31.1836	36	0	
113	33.379	31.9963	35	0	
114	33.3308	31.2913	39	0	
115	33.6457	31.7015	31	0	
116	35.6945	35.0507	38	1	
117	33.7316	31.565	38	0	
118	33.1368	31.8843	33	0	
119	35.6223	35.1018	40	1	
120	33.6116	31.2226	37	0	
121	33.6138	31.4651	40	0	
122	50.205	19.5785	17	0	
123	50.7103	19.2121	15	0	
124	50.7536	19.8775	12	0	
125	50.0404	19.3866	14	0	
126	50.0499	19.5277	12	0	
127	50.7476	19.577	14	0	
128	50.4253	19.0694	17	0	
129	50.0818	19.5897	12	0	
130	50.8215	19.6899	15	0	
131	53.4322	19.2633	11	0	
132	53.4985	19.8948	15	0	
133	50.8717	19.4356	21	0	
134	54.4057	25.6588	20	0	
135	44.6446	31.7718	31	0	
136	35.3906	35.6139	41	1	
137	35.8963	35.5086	47	1	
138	54.1524	25.072	14	0	
139	54.3374	25.92	18	0	
140	35.3528	35.7252	37	1	
141	35.3846	35.7903	37	1	
142	35.1487	35.6085	37	1	
143	35.5634	35.7706	42	1	
144	35.5023	35.4232	41	1	
145	35.1896	35.5316	38	1	
146	56.2644	32.5591	13	0	
147	56.1756	32.4933	13	0	
148	35.5565	35.7077	41	1	
149	35.5273	35.3168	41	1	
150	56.3176	32.4315	14	0	
